state,jurisdiction_id,ahj,cell_count,project_families,strict_classifications,source_statuses
MS,us-ms-diamondhead_city,Diamondhead City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-flowood,Flowood,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-flowood_city,Flowood City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-gautier_city,Gautier City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-greenville_city,Greenville City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-greenwood_city,Greenwood City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-gulfport,Gulfport,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-gulfport_city,Gulfport City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-harrison_county,Harrison County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-hattiesburg_city,Hattiesburg City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-horn_lake_city,Horn Lake City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-indianola,Indianola,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-jackson_city,Jackson City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-jackson_county,Jackson County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-madison_city,Madison City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-madison_county,Madison County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-mccomb,Mccomb,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-meridian_city,Meridian City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-natchez_city,Natchez City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-ocean_springs_city,Ocean Springs City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-olive_branch_city,Olive Branch City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-oxford,Oxford,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-oxford_city,Oxford City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-pascagoula_city,Pascagoula City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-pearl_city,Pearl City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-rankin_county,Rankin County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-richland,Richland,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-senatobia,Senatobia,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-southaven_city,Southaven City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-starkville_city,Starkville City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-stone_county,Stone County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-the_rez,The Rez,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-tupelo,Tupelo,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-tupelo_city,Tupelo City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MS,us-ms-vicksburg_city,Vicksburg City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-anaconda_deer_lodge,Anaconda Deer Lodge,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-belgrade,Belgrade,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-billings,Billings,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-bozeman,Bozeman,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-butte_silver_bow,Butte Silver Bow,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-cascade_county,Cascade County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-choteau,Choteau,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-colstrip,Colstrip,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-columbia_falls,Columbia Falls,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-cut_bank,Cut Bank,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-darby,Darby,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-east_helena,East Helena,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-flathead_county,Flathead County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-forsyth,Forsyth,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-gallatin_county,Gallatin County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-glasgow,Glasgow,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-great_falls,Great Falls,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-hardin,Hardin,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-havre,Havre,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-helena,Helena,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-kalispell,Kalispell,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-laurel,Laurel,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-libby,Libby,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-livingston,Livingston,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-manhattan,Manhattan,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-miles_city,Miles City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-missoula_city,Missoula City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-missoula_county,Missoula County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-mt_dli_bsd,Mt Dli Bsd,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-park_county,Park County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-polson,Polson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-ravalli_county,Ravalli County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-red_lodge,Red Lodge,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-richland_county,Richland County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-ronan,Ronan,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-sidney,Sidney,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-toole_county,Toole County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-townsend,Townsend,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-west_yellowstone,West Yellowstone,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-whitefish,Whitefish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
MT,us-mt-yellowstone_county,Yellowstone County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-alamance_county,Alamance County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-apex,Apex,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-asheville,Asheville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-banner_elk,Banner Elk,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-brunswick_county,Brunswick County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-buncombe_county,Buncombe County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-burlington,Burlington,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-cabarrus_county,Cabarrus County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-carrboro,Carrboro,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-cary,Cary,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-catawba_county,Catawba County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-chapel_hill,Chapel Hill,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-charlotte,Charlotte,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-clayton,Clayton,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-cumberland_county,Cumberland County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-durham,Durham,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-durham_city_county,Durham City County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-fayetteville,Fayetteville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-forsyth_county,Forsyth County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-fuquay_varina,Fuquay Varina,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-garner,Garner,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-gaston_county,Gaston County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-greensboro,Greensboro,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-greenville,Greenville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-guilford_county,Guilford County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-henderson_county,Henderson County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-high_point,High Point,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-holly_springs,Holly Springs,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-iredell_county,Iredell County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-jacksonville,Jacksonville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-johnston_county,Johnston County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-kill_devil_hills,Kill Devil Hills,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-mecklenburg_county,Mecklenburg County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-monroe,Monroe,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-mooresville,Mooresville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-morrisville,Morrisville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-new_hanover_county,New Hanover County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-onslow_county,Onslow County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-orange_county,Orange County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-pitt_county,Pitt County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-raleigh,Raleigh,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-robbins,Robbins,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-union-county,Union County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-wake_county,Wake County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-wake_forest,Wake Forest,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-waxhaw,Waxhaw,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-wilmington,Wilmington,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NC,us-nc-winston-salem,Winston Salem,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-beulah,Beulah,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-bismarck,Bismarck,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-burleigh_county,Burleigh County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-carrington,Carrington,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-cass_county,Cass County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-casselton,Casselton,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-cavalier,Cavalier,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-devils_lake,Devils Lake,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-dickinson,Dickinson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-ellendale,Ellendale,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-fargo,Fargo,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-grafton,Grafton,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-grand_forks,Grand Forks,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-grand_forks_county,Grand Forks County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-hillsboro,Hillsboro,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-horace,Horace,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-jamestown,Jamestown,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-kenmare,Kenmare,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-lamoure_city,Lamoure City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-lincoln,Lincoln,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-mandan,Mandan,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-mckenzie_county,Mckenzie County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-minot,Minot,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-morton_county,Morton County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-mountrail_county,Mountrail County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-oakes,Oakes,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-reiles_acres,Reiles Acres,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-stanley,Stanley,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-tioga,Tioga,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-valley_city,Valley City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-wahpeton,Wahpeton,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-ward_county,Ward County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-watford_city,Watford City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-west_fargo,West Fargo,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-williams_county,Williams County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ND,us-nd-williston,Williston,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-alliance,Alliance,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-atkinson,Atkinson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-aurora,Aurora,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-bellevue,Bellevue,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-blair,Blair,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-broken_bow,Broken Bow,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-cambridge,Cambridge,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-chadron,Chadron,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-columbus,Columbus,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-cozad,Cozad,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-crete_city,Crete City,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-david_city,David City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-fillmore_county,Fillmore County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-firth,Firth,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-fremont,Fremont,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-gering,Gering,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-gothenburg,Gothenburg,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-grand_island,Grand Island,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-gretna,Gretna,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-hastings,Hastings,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-holdrege,Holdrege,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-kearney,Kearney,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-la_vista,La Vista,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-lexington,Lexington,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-lincoln,Lincoln,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-mccook_city,Mccook City,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-nebraska_city,Nebraska City,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-north_platte,North Platte,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-ogallala,Ogallala,1,residential_remodel,FAIL_CLOSED,FAIL_CLOSED
NE,us-ne-omaha,Omaha,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-papillion,Papillion,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-plattsmouth,Plattsmouth,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-ralston,Ralston,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-schuyler,Schuyler,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-scottsbluff,Scottsbluff,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-seward_city,Seward City,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-sidney,Sidney,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-south_sioux_city,South Sioux City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-wahoo_city,Wahoo City,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-waverly,Waverly,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-wayne_city,Wayne City,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-wilber,Wilber,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NE,us-ne-york,York,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-amherst,Amherst,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-atkinson,Atkinson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-auburn,Auburn,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-barrington,Barrington,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-bedford,Bedford,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-berlin,Berlin,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-brentwood,Brentwood,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-candia,Candia,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-chester,Chester,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-claremont,Claremont,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-concord,Concord,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-derry,Derry,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-dover,Dover,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-durham,Durham,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-epping,Epping,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-franklin,Franklin,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-fremont,Fremont,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-gilsum,Gilsum,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-greenland,Greenland,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-hampstead,Hampstead,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-hampton_falls,Hampton Falls,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-holderness,Holderness,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-keene,Keene,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-laconia,Laconia,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-lebanon,Lebanon,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-londonderry,Londonderry,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-manchester,Manchester,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-nashua,Nashua,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-newmarket,Newmarket,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-plaistow,Plaistow,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-portsmouth,Portsmouth,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-raymond,Raymond,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-rochester,Rochester,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-salem,Salem,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-salisbury,Salisbury,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-sandown,Sandown,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-seabrook,Seabrook,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-somersworth,Somersworth,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-stratham,Stratham,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NH,us-nh-windham,Windham,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-bayonne_city,Bayonne City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-berkeley_twp,Berkeley Twp,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-bloomfield_twp,Bloomfield Twp,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-brick_twp,Brick Twp,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-bridgewater_twp,Bridgewater Twp,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-camden_city,Camden City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-cherry_hill_twp,Cherry Hill Twp,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-clifton_city,Clifton City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-east_brunswick_twp,East Brunswick Twp,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-east_orange_city,East Orange City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
NJ,us-nj-edison_twp,Edison Twp,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
