state,jurisdiction_id,ahj,cell_count,project_families,strict_classifications,source_statuses
ID,us-id-bannock_county,Bannock County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-bingham_county,Bingham County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-blaine_county,Blaine County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-boise,Boise,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-bonner_county,Bonner County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-bonneville_county,Bonneville County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-boundary_county,Boundary County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-caldwell,Caldwell,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-canyon_county,Canyon County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-cassia_county,Cassia County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-driggs,Driggs,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-eagle,Eagle,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-elmore_county,Elmore County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-fremont_county,Fremont County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-garden_city,Garden City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-gem_county,Gem County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-gooding_county,Gooding County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-hailey,Hailey,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-idaho_falls,Idaho Falls,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-jefferson_county,Jefferson County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-jerome,Jerome,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-jerome_county,Jerome County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-kootenai_county,Kootenai County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-kuna,Kuna,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-lewiston,Lewiston,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-madison_county,Madison County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-meridian,Meridian,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-middleton,Middleton,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-minidoka_county,Minidoka County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-moscow,Moscow,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-nampa,Nampa,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-nez_perce_county,Nez Perce County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-payette_county,Payette County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-pocatello,Pocatello,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-post_falls,Post Falls,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-power_county,Power County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-rexburg,Rexburg,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-star,Star,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-twin_falls,Twin Falls,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-twin_falls_county,Twin Falls County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
ID,us-id-valley_county,Valley County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-arlington_heights,Arlington Heights,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-aurora,Aurora,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-berwyn,Berwyn,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-bloomingdale,Bloomingdale,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-bloomington,Bloomington,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-bolingbrook,Bolingbrook,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-buffalo_grove,Village of Buffalo Grove Permits and Inspections Division,1,residential_remodel,EXACT_COMPLETE,PUBLISHABLE
IL,us-il-champaign,Champaign,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-chicago,Chicago,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-cicero,Cicero,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-cook_county,Cook County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-decatur,Decatur,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-dekalb_county,DeKalb County Building and Zoning Department,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-des_plaines,Des Plaines,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-downers_grove,Village of Downers Grove Building Services,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-dupage_county,Dupage County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-elgin,Elgin,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-evanston,Evanston,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-grundy_county,Grundy County Land Use Department,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-hoffman_estates,Hoffman Estates,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-joliet,Joliet,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-kane_county,Kane County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-kankakee_county,Kankakee County Building Division,1,residential_remodel,EXACT_COMPLETE,PUBLISHABLE
IL,us-il-kendall_county,Kendall County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-lake_county,Lake County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-lasalle_county,LaSalle County Land Use Department Building Division,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-madison_county,Madison County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-mchenry_county,Mchenry County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-mclean_county,Mclean County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-mount_prospect,Mount Prospect,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-naperville,Naperville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-normal,Normal,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-oak_lawn,Oak Lawn,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-oak_park,Village of Oak Park Permit and Development Division,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-orland_park,Village of Orland Park Development Services,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-palatine,Palatine,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-peoria,Peoria,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-peoria_county,Peoria County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-rock_island_county,Rock Island County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-rockford,Rockford,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-sangamon_county,Sangamon County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-schaumburg,Schaumburg,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-skokie,Village of Skokie Building and Renovation Permits Division,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-st_clair_county,St Clair County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-tinley_park,Tinley Park,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-waukegan,City of Waukegan Building and Code Department,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-wheaton,Wheaton,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IL,us-il-will_county,Will County Land Use Department Building Division,1,reroof,EXACT_COMPLETE,PUBLISHABLE
IN,us-in-anderson,Anderson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-bartholomew_county_department_of_technical_code_enforcement_for_columbus,Bartholomew County Department Of Technical Code Enforcement For Columbus,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-bloomington,Bloomington,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-brownsburg,Brownsburg,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-carmel,Carmel,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_carmel_building_safety_office,City Of Carmel Building Safety Office,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_gary_building_department,City Of Gary Building Department,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_greenwood_building_commissioner,City Of Greenwood Building Commissioner,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_hammond_inspections_department_building_division,City Of Hammond Inspections Department Building Division,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_kokomo_building_permits_office,City Of Kokomo Building Permits Office,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_lafayette_engineering_public_works_building_permits,City Of Lafayette Engineering Public Works Building Permits,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_mishawaka_building_department,City Of Mishawaka Building Department,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_muncie_building_commissioners_office,City Of Muncie Building Commissioners Office,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_noblesville_planning_department_building_inspections,City Of Noblesville Planning Department Building Inspections,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_south_bend_building_department,City Of South Bend Building Department,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_terre_haute_planning_building_permits,City Of Terre Haute Planning Building Permits,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-city_of_west_lafayette_building_department,City Of West Lafayette Building Department,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-columbus,Columbus,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-crown_point,City of Crown Point Building Department,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-elkhart,Elkhart,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-evansville,Evansville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-evansville_vanderburgh_county_building_commission,Evansville Vanderburgh County Building Commission,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-fishers,Fishers,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-fort_wayne,Fort Wayne,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-fort_wayne_allen_county,Fort Wayne Allen County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-gary,Gary,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-goshen,City of Goshen Building Department,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-greenwood,Greenwood,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-hammond,Hammond,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-indianapolis_marion,Indianapolis Marion,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-indianapolis_marion_county_department_of_business_and_neighborhood_services,Indianapolis Marion County Department Of Business And Neighborhood Services,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-jeffersonville,Jeffersonville,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-kokomo,Kokomo,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-lawrence,Lawrence,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-merrillville,Merrillville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-mishawaka,Mishawaka,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-monroe_county_building_department_for_bloomington_commercial_non_class_2_building_permits,Monroe County Building Department For Bloomington Commercial Non Class 2 Building Permits,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-muncie,Muncie,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-new_albany,New Albany,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-noblesville,Noblesville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-plainfield,Plainfield,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-portage,Portage,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-richmond,Richmond,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-south_bend,South Bend,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-terre_haute,Terre Haute,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-valparaiso,Valparaiso,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-west_lafayette,West Lafayette,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
IN,us-in-westfield,Westfield,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-arkansas_city,Arkansas City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-atchison,Atchison,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-augusta,Augusta,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-basehor,Basehor,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-bel_aire,Bel Aire,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-bonner_springs,Bonner Springs,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-chanute,Chanute,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-coffeyville,Coffeyville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-derby,Derby,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-dodge_city,Dodge City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-el_dorado,El Dorado,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-emporia,Emporia,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-fort_scott,Fort Scott,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-garden_city,Garden City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-gardner,Gardner,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-great_bend,Great Bend,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-hays,Hays,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-haysville,Haysville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-hutchinson,Hutchinson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-independence,Independence,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-kansas_city,Kansas City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-kansas_city_wyandotte,Kansas City Wyandotte,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-lansing,Lansing,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-lawrence,Lawrence,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-leavenworth,Leavenworth,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-leawood,Leawood,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-lenexa,Lenexa,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-liberal,Liberal,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-maize,Maize,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-manhattan,Manhattan,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-mcpherson,Mcpherson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-mission,Mission,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-newton,Newton,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-olathe,Olathe,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-ottawa,Ottawa,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-overland_park,Overland Park,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-park_city,Park City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-prairie_village,Prairie Village,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-salina,Salina,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-shawnee,Shawnee,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-spring_hill,Spring Hill,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-topeka,Topeka,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-wichita,Wichita,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-wichita_mabcd,Wichita Mabcd,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KS,us-ks-winfield,Winfield,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-ashland,Ashland,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-bardstown,Bardstown,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-boone_county_building_department,Boone County Building Department,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-bowling_green,Bowling Green,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-bullitt_county,Bullitt County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-campbell_county_planning_zoning_building_inspections,Campbell County Planning Zoning Building Inspections,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_ashland,City Of Ashland,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_berea,City Of Berea,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_bowling_green,City Of Bowling Green,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_frankfort,City Of Frankfort,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_henderson,City Of Henderson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_jeffersontown,City Of Jeffersontown,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_murray,City Of Murray,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_nicholasville,City Of Nicholasville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_paducah,City Of Paducah,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-city_of_winchester_clark_county_building_inspection,City Of Winchester Clark County Building Inspection,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-covington,Covington,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-elizabethtown,Elizabethtown,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-florence,Florence,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-frankfort,Frankfort,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-georgetown,Georgetown,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-georgetown_scott_county_building_inspection_department,Georgetown Scott County Building Inspection Department,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-hardin_county,Hardin County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-henderson,Henderson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-hopkinsville,Hopkinsville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-independence,Independence,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-kenton_county_pds,Kenton County Pds,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-lexington_fayette,Lexington Fayette,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-lexington_fayette_urban_county_government,Lexington Fayette Urban County Government,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-london,London,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-louisville_jefferson,Louisville Jefferson,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-louisville_metro_government,Louisville Metro Government,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-madison_county,Madison County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-mccracken_county,Mccracken County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-mount_washington,Mount Washington,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-murray,Murray,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-nicholasville,Nicholasville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-oldham_county,Oldham County,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-owensboro,Owensboro,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-paducah,Paducah,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-pikeville,Pikeville,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-radcliff,Radcliff,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-richmond,Richmond,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-somerset,Somerset,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-warren_county,Warren County,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
KY,us-ky-winchester,Winchester,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-acadia_parish,Acadia Parish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-alexandria,Alexandria,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-ascension_parish,Ascension Parish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-avoyelles_parish,Avoyelles Parish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-baker,Baker,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-beauregard_parish,Beauregard Parish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-bossier_city,Bossier City,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-bossier_parish,Bossier Parish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-broussard,Broussard,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-caddo_parish,Caddo Parish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-calcasieu_parish,Calcasieu Parish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-central,Central,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-covington,Covington,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-east_baton_rouge_parish,East Baton Rouge Parish / Baton Rouge City-Parish,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-gretna,Gretna,1,commercial_tenant_improvement,EXACT_PARTIAL,PUBLISHABLE
LA,us-la-hammond,Hammond,1,residential_remodel,EXACT_PARTIAL,PUBLISHABLE
